##mmu	Mus musculus (mouse)
##Method: ID mapping (ensembl_gene_id)
##Summary:	285 succeed, 27 fail

#Query	Gene ID|Gene name|Hyperlink
                    	NOD1/2 Signaling Pathway	Reactome	R-MMU-168638
                    	Toll Like Receptor 2 (TLR2) Cascade	Reactome	R-MMU-181438
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	positive regulation of cytokine-mediated signaling pathway	Gene Ontology	GO:0001961
                    	adaptive immune response	Gene Ontology	GO:0002250
                    	immune system process	Gene Ontology	GO:0002376
                    	positive regulation of T-helper 1 type immune response	Gene Ontology	GO:0002827
                    	protein kinase activity	Gene Ontology	GO:0004672
                    	protein serine/threonine kinase activity	Gene Ontology	GO:0004674
                    	JUN kinase kinase kinase activity	Gene Ontology	GO:0004706
                    	non-membrane spanning protein tyrosine kinase activity	Gene Ontology	GO:0004715
                    	signaling receptor binding	Gene Ontology	GO:0005102
                    	ATP binding	Gene Ontology	GO:0005524
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	cytoskeleton	Gene Ontology	GO:0005856
                    	protein phosphorylation	Gene Ontology	GO:0006468
                    	apoptotic process	Gene Ontology	GO:0006915
                    	I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0007249
                    	activation of JUN kinase activity	Gene Ontology	GO:0007257
                    	positive regulation of peptidyl-threonine phosphorylation	Gene Ontology	GO:0010800
                    	positive regulation of cell death	Gene Ontology	GO:0010942
                    	kinase activity	Gene Ontology	GO:0016301
                    	phosphorylation	Gene Ontology	GO:0016310
                    	transferase activity	Gene Ontology	GO:0016740
                    	LIM domain binding	Gene Ontology	GO:0030274
                    	positive regulation of protein ubiquitination	Gene Ontology	GO:0031398
                    	lipopolysaccharide-mediated signaling pathway	Gene Ontology	GO:0031663
                    	vesicle	Gene Ontology	GO:0031982
                    	positive regulation of protein binding	Gene Ontology	GO:0032092
                    	positive regulation of chemokine production	Gene Ontology	GO:0032722
                    	positive regulation of interferon-gamma production	Gene Ontology	GO:0032729
                    	positive regulation of interleukin-1 beta production	Gene Ontology	GO:0032731
                    	positive regulation of interleukin-2 production	Gene Ontology	GO:0032743
                    	positive regulation of interleukin-6 production	Gene Ontology	GO:0032755
                    	positive regulation of tumor necrosis factor production	Gene Ontology	GO:0032760
                    	positive regulation of stress-activated MAPK cascade	Gene Ontology	GO:0032874
                    	protein-containing complex	Gene Ontology	GO:0032991
                    	positive regulation of immature T cell proliferation	Gene Ontology	GO:0033091
                    	positive regulation of peptidyl-serine phosphorylation	Gene Ontology	GO:0033138
                    	toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034134
                    	toll-like receptor 4 signaling pathway	Gene Ontology	GO:0034142
                    	T cell proliferation	Gene Ontology	GO:0042098
                    	identical protein binding	Gene Ontology	GO:0042802
                    	protein homodimerization activity	Gene Ontology	GO:0042803
                    	regulation of apoptotic process	Gene Ontology	GO:0042981
                    	positive regulation of apoptotic process	Gene Ontology	GO:0043065
                    	positive regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043123
                    	regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043281
                    	response to exogenous dsRNA	Gene Ontology	GO:0043330
                    	innate immune response	Gene Ontology	GO:0045087
                    	positive regulation of T-helper 1 cell differentiation	Gene Ontology	GO:0045627
                    	positive regulation of JNK cascade	Gene Ontology	GO:0046330
                    	positive regulation of alpha-beta T cell proliferation	Gene Ontology	GO:0046641
                    	CARD domain binding	Gene Ontology	GO:0050700
                    	positive regulation of peptidyl-tyrosine phosphorylation	Gene Ontology	GO:0050731
                    	defense response to Gram-positive bacterium	Gene Ontology	GO:0050830
                    	T cell receptor signaling pathway	Gene Ontology	GO:0050852
                    	positive regulation of NF-kappaB transcription factor activity	Gene Ontology	GO:0051092
                    	positive regulation of ERK1 and ERK2 cascade	Gene Ontology	GO:0070374
                    	nucleotide-binding oligomerization domain containing 1 signaling pathway	Gene Ontology	GO:0070427
                    	nucleotide-binding oligomerization domain containing 2 signaling pathway	Gene Ontology	GO:0070431
                    	response to interleukin-1	Gene Ontology	GO:0070555
                    	response to interleukin-12	Gene Ontology	GO:0070671
                    	response to interleukin-18	Gene Ontology	GO:0070673
                    	cellular response to lipopolysaccharide	Gene Ontology	GO:0071222
                    	cellular response to lipoteichoic acid	Gene Ontology	GO:0071223
                    	cellular response to peptidoglycan	Gene Ontology	GO:0071224
                    	cellular response to muramyl dipeptide	Gene Ontology	GO:0071225
                    	caspase binding	Gene Ontology	GO:0089720
                    	activation of cysteine-type endopeptidase activity	Gene Ontology	GO:0097202
                    	positive regulation of xenophagy	Gene Ontology	GO:1904417
GOslim:             	immune system process	Gene Ontology Slim	GO:0002376
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	mitochondrion	Gene Ontology Slim	GO:0005739
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	cytoskeleton	Gene Ontology Slim	GO:0005856
                    	kinase activity	Gene Ontology Slim	GO:0016301
                    	protein-containing complex	Gene Ontology Slim	GO:0032991
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000016756
Gene:               	mmu:12763	Cmah
Entrez Gene ID:      	12763
Pathway:            	CMP-N-glycoloylneuraminate biosynthesis	BioCyc	PWY-6144
                    	Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	mmu00520
GO:                 	cytoplasm	Gene Ontology	GO:0005737
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	oxidoreductase activity	Gene Ontology	GO:0016491
                    	CMP-N-acetylneuraminate monooxygenase activity	Gene Ontology	GO:0030338
                    	CMP-N-acetylneuraminate metabolic process	Gene Ontology	GO:0046381
                    	metal ion binding	Gene Ontology	GO:0046872
                    	iron-sulfur cluster binding	Gene Ontology	GO:0051536
                    	2 iron, 2 sulfur cluster binding	Gene Ontology	GO:0051537
                    	oxidation-reduction process	Gene Ontology	GO:0055114
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	oxidoreductase activity	Gene Ontology Slim	GO:0016491
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000026274
Gene:               	mmu:269224	Pask, mKIAA0135
Entrez Gene ID:      	269224
GO:                 	nucleotide binding	Gene Ontology	GO:0000166
                    	protein kinase activity	Gene Ontology	GO:0004672
                    	protein serine/threonine kinase activity	Gene Ontology	GO:0004674
                    	ATP binding	Gene Ontology	GO:0005524
                    	intracellular anatomical structure	Gene Ontology	GO:0005622
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	protein phosphorylation	Gene Ontology	GO:0006468
                    	lipid binding	Gene Ontology	GO:0008289
                    	kinase activity	Gene Ontology	GO:0016301
                    	phosphorylation	Gene Ontology	GO:0016310
                    	transferase activity	Gene Ontology	GO:0016740
                    	phosphatidylinositol binding	Gene Ontology	GO:0035091
                    	intracellular signal transduction	Gene Ontology	GO:0035556
                    	regulation of respiratory gaseous exchange	Gene Ontology	GO:0043576
                    	negative regulation of glycogen biosynthetic process	Gene Ontology	GO:0045719
                    	protein autophosphorylation	Gene Ontology	GO:0046777
                    	regulation of glucagon secretion	Gene Ontology	GO:0070092
                    	energy homeostasis	Gene Ontology	GO:0097009
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	lipid binding	Gene Ontology Slim	GO:0008289
                    	kinase activity	Gene Ontology Slim	GO:0016301
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000044937
Gene:               	mmu:103220	Ttc41, AI449705, AU041509, Gnn
Entrez Gene ID:      	103220
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	cytoplasm	Gene Ontology	GO:0005737
                    	biological_process	Gene Ontology	GO:0008150
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
////
Query:              	ENSMUSG00000031431
Gene:               	mmu:14605	Tsc22d3, DIP, Dsip1, Gilz, TSC-22R, Tilz3
Entrez Gene ID:      	14605
Pathway:            	Stimuli-sensing channels	Reactome	R-MMU-2672351
                    	Ion channel transport	Reactome	R-MMU-983712
                    	Transport of small molecules	Reactome	R-MMU-382551
GO:                 	negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122
                    	DNA-binding transcription factor activity	Gene Ontology	GO:0003700
                    	protein binding	Gene Ontology	GO:0005515
                    	nucleus	Gene Ontology	GO:0005634
                    	cytoplasm	Gene Ontology	GO:0005737
                    	regulation of transcription, DNA-templated	Gene Ontology	GO:0006355
                    	response to osmotic stress	Gene Ontology	GO:0006970
                    	MRF binding	Gene Ontology	GO:0043426
                    	negative regulation of skeletal muscle tissue development	Gene Ontology	GO:0048642
                    	negative regulation of activation-induced cell death of T cells	Gene Ontology	GO:0070236
GOslim:             	DNA-binding transcription factor activity	Gene Ontology Slim	GO:0003700
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	nucleus	Gene Ontology Slim	GO:0005634
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000062585
Gene:               	mmu:12802	Cnr2, CB-2, CB2, CB2-R
Entrez Gene ID:      	12802
Pathway:            	Class A/1 (Rhodopsin-like receptors)	Reactome	R-MMU-373076
                    	GPCR downstream signalling	Reactome	R-MMU-388396
                    	Neuroactive ligand-receptor interaction	KEGG PATHWAY	mmu04080
                    	Signaling by GPCR	Reactome	R-MMU-372790
                    	Signal Transduction	Reactome	R-MMU-162582
                    	G alpha (i) signalling events	Reactome	R-MMU-418594
                    	GPCR ligand binding	Reactome	R-MMU-500792
GO:                 	G protein-coupled receptor activity	Gene Ontology	GO:0004930
                    	cannabinoid receptor activity	Gene Ontology	GO:0004949
                    	protein binding	Gene Ontology	GO:0005515
                    	cytoplasm	Gene Ontology	GO:0005737
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	plasma membrane	Gene Ontology	GO:0005886
                    	inflammatory response	Gene Ontology	GO:0006954
                    	signal transduction	Gene Ontology	GO:0007165
                    	G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007186
                    	adenylate cyclase-activating G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007189
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	regulation of metabolic process	Gene Ontology	GO:0019222
                    	sensory perception of pain	Gene Ontology	GO:0019233
                    	dendrite	Gene Ontology	GO:0030425
                    	leukocyte chemotaxis	Gene Ontology	GO:0030595
                    	extrinsic component of cytoplasmic side of plasma membrane	Gene Ontology	GO:0031234
                    	negative regulation of synaptic transmission, GABAergic	Gene Ontology	GO:0032229
                    	response to lipopolysaccharide	Gene Ontology	GO:0032496
                    	negative regulation of mast cell activation	Gene Ontology	GO:0033004
                    	cannabinoid signaling pathway	Gene Ontology	GO:0038171
                    	cell projection	Gene Ontology	GO:0042995
                    	neuron projection	Gene Ontology	GO:0043005
                    	neuronal cell body	Gene Ontology	GO:0043025
                    	negative regulation of action potential	Gene Ontology	GO:0045759
                    	negative regulation of inflammatory response	Gene Ontology	GO:0050728
                    	negative regulation of nitric-oxide synthase activity	Gene Ontology	GO:0051001
GOslim:             	plasma membrane	Gene Ontology Slim	GO:0005886
                    	signal transduction	Gene Ontology Slim	GO:0007165
////
Query:              	ENSMUSG00000087075
Gene:               	mmu:380787	Lbhd2, A230065H16Rik, Gm898, Lbh2
Entrez Gene ID:      	380787
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	cellular_component	Gene Ontology	GO:0005575
                    	biological_process	Gene Ontology	GO:0008150
////
Query:              	ENSMUSG00000009621
Gene:               	mmu:22325	Vav2, 2810040F13Rik, AI847175, Vav-2
Entrez Gene ID:      	22325
Pathway:            	Chemokine signaling pathway	KEGG PATHWAY	mmu04062
                    	Cell death signalling via NRAGE, NRIF and NADE	Reactome	R-MMU-204998
                    	T cell activation	PANTHER	P00053
                    	Rho GTPase cycle	Reactome	R-MMU-194840
                    	EPH-Ephrin signaling	Reactome	R-MMU-2682334
                    	Proteoglycans in cancer	KEGG PATHWAY	mmu05205
                    	B cell activation	PANTHER	P00010
                    	B cell receptor signaling pathway	KEGG PATHWAY	mmu04662
                    	Fc epsilon RI signaling pathway	KEGG PATHWAY	mmu04664
                    	Fc gamma R-mediated phagocytosis	KEGG PATHWAY	mmu04666
                    	cAMP signaling pathway	KEGG PATHWAY	mmu04024
                    	Focal adhesion	KEGG PATHWAY	mmu04510
                    	Regulation of actin cytoskeleton	KEGG PATHWAY	mmu04810
                    	Yersinia infection	KEGG PATHWAY	mmu05135
                    	GPVI-mediated activation cascade	Reactome	R-MMU-114604
                    	Natural killer cell mediated cytotoxicity	KEGG PATHWAY	mmu04650
                    	PDGF signaling pathway	PANTHER	P00047
                    	Rap1 signaling pathway	KEGG PATHWAY	mmu04015
                    	Leukocyte transendothelial migration	KEGG PATHWAY	mmu04670
                    	Signaling by Rho GTPases	Reactome	R-MMU-194315
                    	Developmental Biology	Reactome	R-MMU-1266738
                    	T cell receptor signaling pathway	KEGG PATHWAY	mmu04660
                    	Death Receptor Signalling	Reactome	R-MMU-73887
                    	FCERI mediated Ca+2 mobilization	Reactome	R-MMU-2871809
                    	Immune System	Reactome	R-MMU-168256
                    	FCERI mediated MAPK activation	Reactome	R-MMU-2871796
                    	Axon guidance	Reactome	R-MMU-422475
                    	p75 NTR receptor-mediated signalling	Reactome	R-MMU-193704
                    	DAP12 interactions	Reactome	R-MMU-2172127
                    	VEGFA-VEGFR2 Pathway	Reactome	R-MMU-4420097
                    	EPH-ephrin mediated repulsion of cells	Reactome	R-MMU-3928665
                    	Signal Transduction	Reactome	R-MMU-162582
                    	DAP12 signaling	Reactome	R-MMU-2424491
                    	Hemostasis	Reactome	R-MMU-109582
                    	Regulation of actin dynamics for phagocytic cup formation	Reactome	R-MMU-2029482
                    	Fc epsilon receptor (FCERI) signaling	Reactome	R-MMU-2454202
                    	Platelet activation, signaling and aggregation	Reactome	R-MMU-76002
                    	Fcgamma receptor (FCGR) dependent phagocytosis	Reactome	R-MMU-2029480
                    	Innate Immune System	Reactome	R-MMU-168249
                    	NRAGE signals death through JNK	Reactome	R-MMU-193648
                    	Signaling by VEGF	Reactome	R-MMU-194138
                    	VEGFR2 mediated vascular permeability	Reactome	R-MMU-5218920
                    	Signaling by Receptor Tyrosine Kinases	Reactome	R-MMU-9006934
GO:                 	angiogenesis	Gene Ontology	GO:0001525
                    	phosphotyrosine residue binding	Gene Ontology	GO:0001784
                    	guanyl-nucleotide exchange factor activity	Gene Ontology	GO:0005085
                    	Rho guanyl-nucleotide exchange factor activity	Gene Ontology	GO:0005089
                    	epidermal growth factor receptor binding	Gene Ontology	GO:0005154
                    	protein binding	Gene Ontology	GO:0005515
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	small GTPase mediated signal transduction	Gene Ontology	GO:0007264
                    	cell migration	Gene Ontology	GO:0016477
                    	cell projection assembly	Gene Ontology	GO:0030031
                    	lamellipodium assembly	Gene Ontology	GO:0030032
                    	regulation of Rho protein signal transduction	Gene Ontology	GO:0035023
                    	intracellular signal transduction	Gene Ontology	GO:0035556
                    	regulation of GTPase activity	Gene Ontology	GO:0043087
                    	positive regulation of phosphatidylinositol 3-kinase activity	Gene Ontology	GO:0043552
                    	metal ion binding	Gene Ontology	GO:0046872
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	plasma membrane	Gene Ontology Slim	GO:0005886
////
Query:              	ENSMUSG00000019102
Gene:               	mmu:11670	Aldh3a1, Ahd-4, Ahd4, Aldh, Aldh3
Entrez Gene ID:      	11670
Pathway:            	5-Hydroxytryptamine degredation	PANTHER	P04372
                    	Metabolic pathways	KEGG PATHWAY	mmu01100
                    	Tyrosine metabolism	KEGG PATHWAY	mmu00350
                    	Phenylalanine metabolism	KEGG PATHWAY	mmu00360
                    	fatty acid alpha-oxidation	BioCyc	PWY-2501
                    	Glycolysis / Gluconeogenesis	KEGG PATHWAY	mmu00010
                    	Metabolism of xenobiotics by cytochrome P450	KEGG PATHWAY	mmu00980
                    	Drug metabolism - cytochrome P450	KEGG PATHWAY	mmu00982
                    	Chemical carcinogenesis	KEGG PATHWAY	mmu05204
                    	Histidine metabolism	KEGG PATHWAY	mmu00340
                    	beta-Alanine metabolism	KEGG PATHWAY	mmu00410
                    	Biological oxidations	Reactome	R-MMU-211859
                    	Phase I - Functionalization of compounds	Reactome	R-MMU-211945
                    	Metabolism	Reactome	R-MMU-1430728
GO:                 	response to hypoxia	Gene Ontology	GO:0001666
                    	3-chloroallyl aldehyde dehydrogenase activity	Gene Ontology	GO:0004028
                    	aldehyde dehydrogenase (NAD+) activity	Gene Ontology	GO:0004029
                    	aldehyde dehydrogenase [NAD(P)+] activity	Gene Ontology	GO:0004030
                    	cytoplasm	Gene Ontology	GO:0005737
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	cytosol	Gene Ontology	GO:0005829
                    	plasma membrane	Gene Ontology	GO:0005886
                    	cellular aldehyde metabolic process	Gene Ontology	GO:0006081
                    	alcohol dehydrogenase (NADP+) activity	Gene Ontology	GO:0008106
                    	positive regulation of cell population proliferation	Gene Ontology	GO:0008284
                    	response to organic cyclic compound	Gene Ontology	GO:0014070
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	oxidoreductase activity	Gene Ontology	GO:0016491
                    	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	Gene Ontology	GO:0016620
                    	benzaldehyde dehydrogenase (NAD+) activity	Gene Ontology	GO:0018479
                    	response to drug	Gene Ontology	GO:0042493
                    	response to glucocorticoid	Gene Ontology	GO:0051384
                    	response to cAMP	Gene Ontology	GO:0051591
                    	oxidation-reduction process	Gene Ontology	GO:0055114
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	oxidoreductase activity	Gene Ontology Slim	GO:0016491
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000023216
Gene:               	mmu:13828	Epb42, Epb4.2
Entrez Gene ID:      	13828
GO:                 	cell morphogenesis	Gene Ontology	GO:0000902
                    	protein-glutamine gamma-glutamyltransferase activity	Gene Ontology	GO:0003810
                    	cytoplasm	Gene Ontology	GO:0005737
                    	cytoskeleton	Gene Ontology	GO:0005856
                    	plasma membrane	Gene Ontology	GO:0005886
                    	regulation of cell shape	Gene Ontology	GO:0008360
                    	membrane	Gene Ontology	GO:0016020
                    	peptide cross-linking	Gene Ontology	GO:0018149
                    	hemoglobin metabolic process	Gene Ontology	GO:0020027
                    	cortical cytoskeleton	Gene Ontology	GO:0030863
                    	erythrocyte maturation	Gene Ontology	GO:0043249
                    	spleen development	Gene Ontology	GO:0048536
                    	ion homeostasis	Gene Ontology	GO:0050801
                    	iron ion homeostasis	Gene Ontology	GO:0055072
GOslim:             	cell morphogenesis	Gene Ontology Slim	GO:0000902
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	cytoskeleton	Gene Ontology Slim	GO:0005856
                    	plasma membrane	Gene Ontology Slim	GO:0005886
                    	organelle	Gene Ontology Slim	GO:0043226
                    	anatomical structure development	Gene Ontology Slim	GO:0048856
////
Query:              	ENSMUSG00000050530
Gene:               	mmu:269233	Fam171a1, 9630050M13Rik, AA409679
Entrez Gene ID:      	269233
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	plasma membrane	Gene Ontology	GO:0005886
                    	regulation of cell shape	Gene Ontology	GO:0008360
                    	stress fiber assembly	Gene Ontology	GO:0043149
////
Query:              	ENSMUSG00000073940
Gene:               	mmu:101488143	Hbb-bt, Beta-t
Entrez Gene ID:      	101488143
Pathway:            	African trypanosomiasis	KEGG PATHWAY	mmu05143
                    	Malaria	KEGG PATHWAY	mmu05144
                    	Immune System	Reactome	R-MMU-168256
                    	Erythrocytes take up carbon dioxide and release oxygen	Reactome	R-MMU-1237044
                    	Vesicle-mediated transport	Reactome	R-MMU-5653656
                    	O2/CO2 exchange in erythrocytes	Reactome	R-MMU-1480926
                    	Autophagy	Reactome	R-MMU-9612973
                    	Erythrocytes take up oxygen and release carbon dioxide	Reactome	R-MMU-1247673
                    	Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-MMU-2173782
                    	Chaperone Mediated Autophagy	Reactome	R-MMU-9613829
                    	Scavenging of heme from plasma	Reactome	R-MMU-2168880
                    	Innate Immune System	Reactome	R-MMU-168249
                    	Transport of small molecules	Reactome	R-MMU-382551
                    	Microautophagy	Reactome	R-MMU-9615710
                    	Neutrophil degranulation	Reactome	R-MMU-6798695
GO:                 	peroxidase activity	Gene Ontology	GO:0004601
                    	oxygen carrier activity	Gene Ontology	GO:0005344
                    	extracellular space	Gene Ontology	GO:0005615
                    	hemoglobin complex	Gene Ontology	GO:0005833
                    	oxygen binding	Gene Ontology	GO:0019825
                    	heme binding	Gene Ontology	GO:0020037
                    	hemoglobin binding	Gene Ontology	GO:0030492
                    	haptoglobin binding	Gene Ontology	GO:0031720
                    	hemoglobin alpha binding	Gene Ontology	GO:0031721
                    	hemoglobin beta binding	Gene Ontology	GO:0031722
                    	haptoglobin-hemoglobin complex	Gene Ontology	GO:0031838
                    	hydrogen peroxide catabolic process	Gene Ontology	GO:0042744
                    	organic acid binding	Gene Ontology	GO:0043177
                    	protein-containing complex binding	Gene Ontology	GO:0044877
////
Query:              	ENSMUSG00000030760
Gene:               	mmu:66190	Acer3, 1110057L18Rik, 5430429L08Rik, AV015045, Phca, aPHC
Entrez Gene ID:      	66190
Pathway:            	Sphingolipid metabolism	KEGG PATHWAY	mmu00600
                    	Metabolism of lipids	Reactome	R-MMU-556833
                    	Metabolism	Reactome	R-MMU-1430728
                    	Sphingolipid metabolism	Reactome	R-MMU-428157
                    	Sphingolipid de novo biosynthesis	Reactome	R-MMU-1660661
GO:                 	calcium ion binding	Gene Ontology	GO:0005509
                    	endoplasmic reticulum	Gene Ontology	GO:0005783
                    	Golgi apparatus	Gene Ontology	GO:0005794
                    	lipid metabolic process	Gene Ontology	GO:0006629
                    	sphingolipid metabolic process	Gene Ontology	GO:0006665
                    	ceramide metabolic process	Gene Ontology	GO:0006672
                    	inflammatory response	Gene Ontology	GO:0006954
                    	zinc ion binding	Gene Ontology	GO:0008270
                    	positive regulation of cell population proliferation	Gene Ontology	GO:0008284
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	Gene Ontology	GO:0016811
                    	N-acylsphingosine amidohydrolase activity	Gene Ontology	GO:0017040
                    	integral component of Golgi membrane	Gene Ontology	GO:0030173
                    	integral component of endoplasmic reticulum membrane	Gene Ontology	GO:0030176
                    	myelination	Gene Ontology	GO:0042552
                    	regulation of programmed cell death	Gene Ontology	GO:0043067
                    	sphingosine biosynthetic process	Gene Ontology	GO:0046512
                    	ceramide catabolic process	Gene Ontology	GO:0046514
                    	metal ion binding	Gene Ontology	GO:0046872
                    	phytoceramidase activity	Gene Ontology	GO:0070774
                    	phytosphingosine biosynthetic process	Gene Ontology	GO:0071602
                    	dihydroceramidase activity	Gene Ontology	GO:0071633
GOslim:             	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	endoplasmic reticulum	Gene Ontology Slim	GO:0005783
                    	Golgi apparatus	Gene Ontology Slim	GO:0005794
                    	lipid metabolic process	Gene Ontology Slim	GO:0006629
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000070822
Gene:               	mmu:232875	Zscan18, EG232875
Entrez Gene ID:      	232875
////
Query:              	ENSMUSG00000020832
Gene:               	mmu:57837	Eral1, 2610524P08Rik, 9130407C09Rik, AU019798, Era, M-ERA, MERA-S, MERA-W
Entrez Gene ID:      	57837
Pathway:            	Metabolism of proteins	Reactome	R-MMU-392499
                    	Translation	Reactome	R-MMU-72766
                    	Mitochondrial translation termination	Reactome	R-MMU-5419276
                    	Mitochondrial translation elongation	Reactome	R-MMU-5389840
                    	Mitochondrial translation	Reactome	R-MMU-5368287
GO:                 	ribosomal small subunit assembly	Gene Ontology	GO:0000028
                    	nucleotide binding	Gene Ontology	GO:0000166
                    	RNA binding	Gene Ontology	GO:0003723
                    	GTP binding	Gene Ontology	GO:0005525
                    	mitochondrion	Gene Ontology	GO:0005739
                    	mitochondrial inner membrane	Gene Ontology	GO:0005743
                    	mitochondrial matrix	Gene Ontology	GO:0005759
                    	cytosol	Gene Ontology	GO:0005829
                    	membrane	Gene Ontology	GO:0016020
                    	rRNA binding	Gene Ontology	GO:0019843
                    	ribosome biogenesis	Gene Ontology	GO:0042254
                    	ribosomal small subunit binding	Gene Ontology	GO:0043024
GOslim:             	RNA binding	Gene Ontology Slim	GO:0003723
                    	intracellular	Gene Ontology Slim	GO:0005622
                    	cytoplasm	Gene Ontology Slim	GO:0005737
                    	mitochondrion	Gene Ontology Slim	GO:0005739
                    	cytosol	Gene Ontology Slim	GO:0005829
                    	rRNA binding	Gene Ontology Slim	GO:0019843
                    	ribosome biogenesis	Gene Ontology Slim	GO:0042254
                    	organelle	Gene Ontology Slim	GO:0043226
////
Query:              	ENSMUSG00000040006
Gene:               	mmu:215751	Ginm1, AA589616
Entrez Gene ID:      	215751
GO:                 	molecular_function	Gene Ontology	GO:0003674
                    	biological_process	Gene Ontology	GO:0008150
                    	membrane	Gene Ontology	GO:0016020
                    	integral component of membrane	Gene Ontology	GO:0016021
////
Query:              	ENSMUSG00000000901
Gene:               	mmu:17385	Mmp11, MMP-11, SL-3, ST3, Stmy3
Entrez Gene ID:      	17385
Pathway:            	Extracellular matrix organization	Reactome	R-MMU-1474244
                    	Activation of Matrix Metalloproteinases	Reactome	R-MMU-1592389
                    	Collagen degradation	Reactome	R-MMU-1442490
                    	Degradation of the extracellular matrix	Reactome	R-MMU-1474228
GO:                 	metalloendopeptidase activity	Gene Ontology	GO:0004222
                    	extracellular region	Gene Ontology	GO:0005576
                    	proteolysis	Gene Ontology	GO:0006508
                    	multicellular organism development	Gene Ontology	GO:0007275
                    	peptidase activity	Gene Ontology	GO:0008233
                    	metallopeptidase activity	Gene Ontology	GO:0008237
                    	zinc ion binding	Gene Ontology	GO:0008270
                    	hydrolase activity	Gene Ontology	GO:0016787
                    	extracellular matrix organization	Gene Ontology	GO:0030198
                    	collagen fibril organization	Gene Ontology	GO:0030199
                    	collagen catabolic process	Gene Ontology	GO:0030574
                    	extracellular matrix	Gene Ontology	GO:0031012
                    	negative regulation of fat cell differentiation	Gene Ontology	GO:0045599
                    	metal ion binding	Gene Ontology	GO:0046872
                    	basement membrane organization	Gene Ontology	GO:0071711
GOslim:             	extracellular region	Gene Ontology Slim	GO:0005576
